,visitorid,itemid,event,timestamp
28691,20,417,view,1433305067532
28692,12,272,view,1433305516453
28693,174,29,view,1433306697909
28694,83,165,view,1433304599726
28695,185,435,view,1433303884151
28696,166,65,view,1433305102903
28697,115,255,view,1433305120639
28698,122,94,view,1433306711662
28699,166,353,view,1433304802505
28700,28,327,view,1433304856268
28701,94,124,view,1433307738417
28702,213,370,view,1433307215508
28703,268,351,view,1433304925069
28704,34,382,view,1433306554478
28705,262,288,view,1433307899150
28706,243,113,view,1433306985786
28707,85,235,view,1433304455069
28708,103,81,view,1433306641543
28709,196,331,view,1433307075567
28710,80,459,view,1433305248031
28711,62,356,view,1433303792233
28712,97,253,view,1433304881788
28713,45,41,addtocart,1433307674958
28714,250,298,view,1433307887735
28715,66,5,view,1433307294772
28716,63,379,view,1433304680769
28717,257,254,view,1433288836001
28718,222,152,view,1433287271173
28719,205,10,view,1433288492937
28720,239,246,view,1433288936069
28721,101,34,view,1433287748338
28722,278,227,view,1433287206602
28723,29,340,view,1433288784610
28724,102,422,view,1433288236301
28725,57,149,view,1433287680970
28726,80,253,view,1433286400324
28727,149,279,view,1433286565448
28728,124,167,view,1433288192699
28729,216,284,view,1433285205754
28730,174,331,view,1433285472294
28731,72,148,view,1433287678741
28732,226,399,view,1433287914747
28733,218,418,view,1433288983615
28734,53,382,view,1433288686142
28735,57,198,view,1433288784119
28736,207,418,view,1433287840576
28737,235,318,view,1433286293319
28738,184,36,view,1433287021673
28739,251,372,view,1433285589819
28740,104,47,view,1433285576969
28741,280,86,view,1433287375214
28742,98,347,view,1433284950161
28743,156,400,view,1433286757932
28744,219,256,view,1433286595660
28745,100,341,view,1433285730074
28746,102,408,view,1433285112246
28747,9,444,view,1433287841156
28748,226,86,view,1433284943910
28749,122,284,view,1433288662676
28750,27,246,view,1433286406354
28751,76,23,view,1433285168125
28752,275,187,view,1433286082423
28753,226,415,view,1433286738992
28754,106,122,view,1433287380743
28755,57,132,addtocart,1433288512487
28756,57,248,view,1433287152854
28757,225,200,view,1433285789741
28758,200,265,view,1433286597636
28759,162,362,view,1433288328598
28760,240,318,view,1433287349890
28761,7,436,view,1433285172349
28762,42,134,view,1433286813994
28763,225,399,view,1433285154047
28764,26,329,view,1433287083182
28765,260,260,view,1433284880322
28766,195,256,view,1433286317923
28767,108,19,view,1433286091131
28768,74,343,view,1433285753856
28769,111,354,view,1433288718633
28770,25,191,view,1433284969512
28771,32,9,view,1433286678738
28772,70,416,view,1433286898870
28773,215,67,view,1433286820385
28774,134,212,view,1433285912076
28775,202,65,view,1433287720501
28776,137,314,view,1433285449268
28777,7,312,view,1433284896149
28778,237,394,view,1433285444560
28779,187,404,view,1433288026563
28780,159,163,view,1433288934729
28781,94,277,view,1433286824190
28782,8,110,view,1433288136631
28783,32,383,view,1433286645609
28784,190,229,view,1433286999697
28785,57,9,view,1433285899131
28786,39,122,view,1433287934086
28787,211,312,view,1433287550980
28788,204,104,view,1433287733908
28789,173,377,view,1433286944159
28790,137,182,view,1433287616370
28791,184,8,view,1433285567264
28792,163,404,view,1433285304475
28793,32,154,view,1433285029663
28794,219,124,view,1433285768179
28795,250,427,view,1433285685727
28796,118,140,view,1433285040069
28797,257,447,view,1433285593310
28798,160,340,view,1433288620144
28799,64,216,view,1433287408044
28800,224,427,view,1433284879640
28801,245,32,view,1433286993138
28802,113,401,view,1433286319418
28803,179,449,view,1433285221861
28804,262,53,view,1433287842896
28805,97,101,view,1433287092007
28806,2,257,view,1433285552196
28807,214,440,view,1433285304952
28808,196,168,view,1433288303037
28809,64,216,view,1433286959830
28810,53,222,view,1433287493985
28811,9,74,view,1433288007665
28812,226,415,addtocart,1433286739670
28813,74,13,view,1433287415367
28814,42,167,view,1433286492113
28815,27,24,view,1433286057493
28816,16,371,view,1433286988044
28817,63,357,view,1433287582849
28818,257,105,view,1433285200252
28819,31,464,view,1433287418984
28820,232,323,view,1433285995510
28821,223,321,view,1433286570819
28822,245,135,view,1433287421724
28823,57,23,view,1433288871397
28824,18,147,view,1433286784907
28825,238,91,view,1433285176464
28826,30,261,view,1433288064924
28827,104,158,view,1433288381692
28828,214,422,view,1433287046845
28829,24,181,view,1433288849101
28830,129,20,view,1433287716196
28831,57,109,view,1433287424754
28832,141,428,view,1433285548392
28833,197,353,view,1433287425144
28834,272,93,view,1433286960894
28835,158,113,view,1433288537170
28836,104,410,view,1433285720930
28837,252,320,view,1433286983804
28838,20,350,view,1433286334888
28839,13,450,view,1433286983507
28840,142,419,view,1433286522521
28841,57,18,view,1433288209925
28842,32,306,view,1433285730759
28843,93,237,view,1433287777419
28844,55,134,view,1433288830206
28845,219,124,view,1433286434275
28846,117,318,view,1433288582710
28847,55,294,view,1433288407191
28848,258,54,view,1433285147467
28849,181,255,view,1433288742676
28850,76,73,view,1433289025039
28851,26,316,view,1433288387701
28852,260,438,view,1433287856237
28853,32,240,view,1433284915031
28854,230,64,view,1433285574366
28855,233,51,view,1433284990721
28856,226,382,view,1433288859270
28857,275,432,view,1433285998133
28858,13,428,view,1433285460133
28859,98,20,view,1433284978718
28860,182,346,view,1433288347704
28861,164,395,view,1433288281597
28862,122,399,view,1433288562951
28863,91,412,view,1433286311706
28864,20,350,view,1433287789042
28865,113,162,view,1433285684953
28866,248,427,view,1433286441631
28867,193,152,view,1433288405595
28868,57,18,addtocart,1433287448978
28869,275,77,view,1433288362000
28870,105,62,view,1433287293132
28871,225,437,view,1433288929213
28872,204,416,view,1433285968953
28873,167,277,view,1433288708215
28874,29,96,view,1433288837491
28875,120,78,view,1433286617254
28876,110,176,view,1433286923298
28877,43,83,view,1433287873036
28878,197,86,view,1433285223965
28879,259,187,view,1433288504056
28880,108,455,view,1433288388993
28881,132,450,view,1433285816768
28882,260,335,view,1433285479132
28883,60,420,view,1433287668947
28884,171,285,view,1433285260069
28885,125,101,view,1433286180127
28886,132,309,view,1433288360062
28887,250,196,view,1433285397556
28888,222,67,view,1433286480881
28889,233,88,view,1433286512458
28890,74,357,view,1433285870866
28891,18,98,view,1433285407760
28892,149,224,view,1433288037546
28893,134,212,view,1433287622744
28894,130,437,view,1433287333013
28895,175,403,view,1433285097913
28896,32,428,view,1433287521077
28897,221,133,view,1433285362104
28898,84,114,view,1433288190738
28899,32,119,view,1433285028681
28900,101,74,view,1433287985768
28901,257,36,view,1433285346471
28902,23,321,view,1433287827013
28903,156,278,view,1433288828978
28904,278,202,view,1433287312947
28905,19,160,view,1433287332322
28906,103,331,view,1433285260560
28907,38,375,view,1433287612409
28908,74,258,view,1433286006024
28909,77,321,view,1433286141918
28910,274,466,view,1433287952249
28911,42,286,view,1433285363813
28912,215,190,view,1433287929000
28913,86,115,view,1433288499394
28914,13,101,view,1433288220505
28915,108,19,view,1433286324409
28916,226,67,view,1433287200462
28917,66,255,view,1433287479395
28918,55,360,view,1433287511614
28919,229,234,view,1433287775596
28920,215,335,view,1433287874464
28921,156,57,view,1433287510485
28922,145,108,view,1433284972220
28923,86,365,view,1433286128815
28924,27,328,view,1433285022922
28925,257,13,view,1433285671282
28926,32,219,view,1433286626517
28927,245,162,view,1433288354006
28928,164,281,view,1433288226325
28929,26,60,view,1433288369314
28930,72,269,view,1433285757422
28931,27,32,view,1433286715355
28932,64,185,view,1433287056394
28933,118,69,view,1433287600939
28934,269,148,view,1433288700166
28935,110,75,view,1433286889365
28936,189,387,view,1433288604149
28937,218,383,view,1433287202168
28938,225,363,view,1433287503627
28939,55,134,view,1433288850700
28940,218,255,view,1433287356260
28941,175,209,view,1433285505346
28942,254,278,view,1433288936522
28943,273,361,view,1433284882218
28944,258,272,view,1433286689369
28945,107,256,view,1433287494630
28946,232,34,view,1433286016002
28947,74,169,view,1433285767918
28948,260,377,view,1433284872853
28949,196,193,view,1433286632122
28950,174,457,view,1433285342362
28951,110,104,view,1433227603133
28952,120,393,addtocart,1433237452183
28953,21,269,view,1433225139217
28954,2,336,view,1433244360694
28955,0,57,view,1433228020232
28956,270,274,view,1433225010185
28957,91,200,view,1433231236416
28958,134,372,view,1433245324662
28959,75,75,view,1433225718618
28960,175,234,view,1433226221044
28961,76,368,view,1433230755515
28962,65,456,view,1433245321124
28963,198,458,view,1433232236280
28964,9,212,view,1433229303737
28965,107,379,view,1433238250797
28966,72,43,view,1433226471227
28967,231,428,view,1433242271519
28968,43,216,view,1433233702895
28969,158,337,view,1433246799113
28970,232,451,view,1433225826457
28971,19,17,view,1433225827194
28972,20,414,view,1433227977253
28973,85,430,view,1433225832578
28974,91,183,view,1433231508175
28975,26,40,view,1433244388960
28976,206,196,view,1433248321754
28977,152,338,view,1433226215165
28978,165,89,view,1433225542052
28979,8,149,view,1433224911735
28980,0,57,view,1433228030214
28981,8,39,view,1433225276666
28982,281,261,addtocart,1433243491229
28983,169,348,view,1433229975220
28984,7,204,view,1433246626143
28985,212,102,view,1433225111407
28986,170,228,view,1433228212178
28987,127,90,view,1433225294336
28988,152,303,view,1433244580211
28989,226,191,view,1433237835620
28990,175,371,view,1433226157923
28991,2,193,addtocart,1433245120457
28992,268,86,view,1433234115236
28993,105,374,view,1433226263089
28994,135,399,view,1433228513176
28995,20,345,view,1433228267349
28996,152,32,view,1433228727583
28997,273,164,view,1433248407252
28998,174,290,view,1433248469354
28999,246,186,view,1433229193032
29000,217,339,view,1433234649840
29001,174,70,view,1433227350888
29002,72,43,transaction,1433226083071
29003,156,296,view,1433236565687
29004,20,21,view,1433227899302
29005,278,411,view,1433230661943
29006,131,449,view,1433227351796
29007,39,47,view,1433227970223
29008,124,63,view,1433238283847
29009,202,288,view,1433231184288
29010,85,321,view,1433226409327
29011,175,166,view,1433226850753
29012,243,457,view,1433230551524
29013,234,448,view,1433232103602
29014,0,45,view,1433227800750
29015,39,324,view,1433237777814
29016,278,245,view,1433247789856
29017,91,457,view,1433227802867
29018,135,65,view,1433246871551
29019,253,123,view,1433241952336
29020,101,393,view,1433232690713
29021,100,464,view,1433225367118
29022,140,232,view,1433229623422
29023,76,32,view,1433229398457
29024,265,206,view,1433234936491
29025,270,261,view,1433245539585
29026,91,414,view,1433226656809
29027,239,305,view,1433234515603
29028,33,354,view,1433230904315
29029,252,19,view,1433233191262
29030,115,211,view,1433233118573
29031,270,152,view,1433231997783
29032,52,383,transaction,1433227105920
29033,9,125,view,1433229397309
29034,121,400,view,1433233081208
29035,110,452,view,1433227097698
29036,66,54,view,1433225549511
29037,134,155,view,1433229281936
29038,132,454,view,1433238892259
29039,91,295,view,1433231023663
29040,108,92,view,1433244465609
29041,99,126,view,1433231999878
29042,84,126,addtocart,1433235234457
29043,91,362,view,1433228336558
29044,92,218,view,1433227543423
29045,156,422,view,1433231779924
29046,205,270,view,1433231022009
29047,34,424,view,1433230103179
29048,2,424,view,1433227159269
29049,107,327,view,1433227361930
29050,248,234,view,1433230403767
29051,133,296,view,1433225342135
29052,165,350,view,1433247119902
29053,226,401,view,1433238727441
29054,273,348,view,1433231750955
29055,121,354,view,1433227165041
29056,156,337,view,1433244136058
29057,97,255,view,1433227169788
29058,46,157,view,1433242132274
29059,68,463,view,1433227531510
29060,91,319,view,1433229652550
29061,200,33,view,1433225410383
29062,176,195,view,1433231787067
29063,220,422,view,1433242455482
29064,92,218,view,1433227529717
29065,2,158,view,1433227178867
29066,226,432,view,1433237148085
29067,86,371,view,1433234152728
29068,3,328,view,1433238341874
29069,252,92,view,1433232115269
29070,136,65,view,1433233635632
29071,17,13,view,1433231386964
29072,109,229,view,1433245763233
29073,50,429,view,1433224856078
29074,138,216,view,1433225893200
29075,73,277,view,1433237439790
29076,83,424,view,1433227036462
29077,194,311,view,1433227035929
29078,233,50,view,1433244713817
29079,7,11,view,1433248366701
29080,7,140,view,1433246557817
29081,7,374,view,1433241496258
29082,192,458,view,1433228180944
29083,274,380,view,1433248612372
29084,5,198,addtocart,1433238091069
29085,262,324,view,1433229091252
29086,85,399,view,1433225559590
29087,91,143,view,1433244491135
29088,198,324,addtocart,1433232532555
29089,94,194,view,1433231474597
29090,46,89,view,1433242444070
29091,76,9,view,1433231139671
29092,91,65,view,1433232976145
29093,112,367,view,1433239408205
29094,245,268,view,1433238584624
29095,262,455,view,1433231803750
29096,12,184,view,1433245059065
29097,226,167,view,1433237735985
29098,145,211,view,1433242176198
29099,8,89,view,1433228906822
29100,0,59,view,1433227922501
29101,80,384,view,1433225649815
29102,249,394,view,1433231867807
29103,30,273,view,1433225459062
29104,86,371,view,1433234167278
29105,85,25,addtocart,1433242606479
29106,169,45,view,1433234882796
29107,91,85,view,1433232433073
29108,262,287,view,1433228935704
29109,172,382,view,1433225467862
29110,92,287,view,1433227860370
29111,106,76,view,1433225105865
29112,200,370,view,1433247903701
29113,14,436,view,1433227259362
29114,216,165,view,1433225308843
29115,127,122,view,1433227864982
29116,58,54,view,1433234174058
29117,131,13,view,1433229310090
29118,62,222,view,1433232395183
29119,228,273,addtocart,1433225476950
29120,121,225,view,1433233097026
29121,8,446,view,1433228886797
29122,202,93,view,1433247415815
29123,35,449,view,1433226175535
29124,65,258,view,1433235587028
29125,133,135,view,1433227272222
29126,167,277,view,1433243058283
29127,45,429,view,1433228066303
29128,152,345,view,1433235515624
29129,174,17,view,1433225633920
29130,158,26,view,1433227283903
29131,188,437,view,1433241755534
29132,156,241,view,1433244066423
29133,276,298,view,1433235384530
29134,72,43,view,1433224888005
29135,281,33,view,1433231389566
29136,247,8,view,1433229567469
29137,140,175,view,1433229036112
29138,277,319,view,1433233322698
29139,68,129,view,1433247404791
29140,178,37,view,1433234537638
29141,221,200,view,1433224960762
29142,198,369,view,1433237018867
29143,121,68,view,1433235521817
29144,156,402,view,1433231690534
29145,91,344,view,1433233218791
29146,248,56,view,1433230340741
29147,163,184,view,1433229076401
29148,80,397,view,1433226785285
29149,15,376,view,1433226814786
29150,175,348,view,1433244043866
29151,160,164,view,1433245133115
29152,105,434,view,1433227455472
29153,125,297,view,1433229721067
29154,205,175,view,1433228997295
29155,90,171,view,1433227452662
29156,232,355,view,1433247752547
29157,141,286,view,1433225195330
29158,99,121,view,1433228856066
29159,109,152,view,1433240134408
29160,248,210,view,1433229773752
29161,140,251,view,1433225616609
29162,121,248,view,1433244036577
29163,237,443,view,1433239486017
29164,164,438,view,1433229341017
29165,91,284,view,1433229152982
29166,204,306,view,1433226245488
29167,121,294,view,1433248487401
29168,223,18,view,1433226151249
29169,164,301,view,1433225997828
29170,233,339,view,1433227996227
29171,119,115,view,1433236694587
29172,149,332,view,1433232833158
29173,222,63,view,1433228111728
29174,121,260,view,1433243573190
29175,108,124,view,1433244275897
29176,248,186,view,1433231214648
29177,105,379,view,1433234267068
29178,127,122,view,1433227658576
29179,209,69,view,1433226248815
29180,69,16,view,1433225532335
29181,112,290,view,1433239583328
29182,161,74,view,1433226149841
29183,117,392,view,1433226870145
29184,37,301,view,1433224926955
29185,200,287,view,1433225101506
29186,25,228,view,1433242669869
29187,201,451,view,1433246732865
29188,128,399,view,1433229439976
29189,108,366,view,1433241314642
29190,116,233,view,1433225284457
29191,189,1,view,1433225203964
29192,7,413,view,1433246746795
29193,268,276,view,1433229336002
29194,65,137,view,1433237840573
29195,224,454,view,1433226516766
29196,246,277,view,1433230330648
29197,21,151,view,1433244327350
29198,130,250,view,1433245368023
29199,81,1,view,1433231564724
29200,68,154,view,1433231673840
29201,125,10,view,1433236472369
29202,89,378,view,1433225536190
29203,174,395,view,1433224986018
29204,106,448,view,1433231144889
29205,91,251,view,1433233089757
29206,91,127,view,1433229286787
29207,277,85,view,1433242250241
29208,281,261,addtocart,1433244217037
29209,255,264,view,1433231521435
29210,103,315,view,1433227717637
29211,3,445,view,1433226078654
29212,256,453,view,1433253676218
29213,271,46,view,1433257114261
29214,210,202,view,1433253668672
29215,222,395,view,1433250024657
29216,233,50,view,1433255425707
29217,77,134,view,1433256166104
29218,107,275,view,1433256215897
29219,247,91,view,1433255361665
29220,129,95,view,1433252835176
29221,222,382,view,1433252552557
29222,137,56,view,1433256576153
29223,14,86,view,1433257283132
29224,102,309,view,1433248679667
29225,89,1,view,1433252759315
29226,232,383,view,1433254089830
29227,99,384,view,1433251795742
29228,2,196,view,1433256908700
29229,141,138,view,1433252959436
29230,247,91,view,1433256407501
29231,232,294,view,1433256883893
29232,276,0,view,1433254103017
29233,119,405,view,1433255470222
29234,123,391,view,1433250793944
29235,72,325,view,1433256513664
29236,183,332,view,1433253615598
29237,127,345,view,1433253747731
29238,130,383,view,1433254006360
29239,74,344,view,1433256326856
29240,29,346,view,1433254871007
29241,133,346,view,1433257019575
29242,3,298,view,1433257663645
29243,69,240,view,1433257556243
29244,221,239,view,1433256639346
29245,98,159,view,1433253595176
29246,153,59,view,1433251819484
29247,157,455,view,1433250804158
29248,164,252,view,1433256926865
29249,117,277,view,1433250320720
29250,63,447,view,1433250677235
29251,246,437,view,1433249951105
29252,263,15,view,1433251727008
29253,258,269,view,1433251571140
29254,172,16,view,1433255319594
29255,253,309,view,1433257021596
29256,172,70,view,1433257510374
29257,32,457,view,1433251723322
29258,222,300,view,1433257390677
29259,145,213,view,1433254301106
29260,215,24,view,1433249885768
29261,126,244,view,1433250650818
29262,68,40,view,1433253790720
29263,38,216,view,1433251446826
29264,280,231,view,1433254791203
29265,33,211,view,1433255950789
29266,276,429,view,1433255553929
29267,117,181,view,1433254791730
29268,262,374,view,1433256236100
29269,262,380,view,1433257004208
29270,223,14,view,1433253796566
29271,14,426,view,1433250640621
29272,253,106,view,1433254995845
29273,74,111,view,1433255571344
29274,216,81,view,1433255301019
29275,77,183,view,1433255573344
29276,271,410,view,1433255300388
29277,278,78,view,1433256734347
29278,7,114,view,1433250315358
29279,262,279,view,1433255591730
29280,244,144,view,1433250615727
29281,70,368,view,1433255002130
29282,126,338,view,1433255607596
29283,229,107,view,1433251707966
29284,161,170,view,1433253472412
29285,243,268,view,1433253471661
29286,7,11,view,1433251988722
29287,91,191,view,1433257174661
29288,10,142,view,1433257282842
29289,29,358,view,1433253818388
29290,126,461,view,1433252351196
29291,267,386,view,1433254716563
29292,239,391,view,1433253825125
29293,121,404,view,1433253002253
29294,201,184,view,1433251992268
29295,33,460,view,1433257275948
29296,114,94,view,1433251699599
29297,242,421,view,1433252418049
29298,29,458,view,1433254803031
29299,58,216,view,1433251902364
29300,174,274,view,1433257140541
29301,79,345,view,1433256670081
29302,7,289,view,1433251992551
29303,107,335,view,1433255687135
29304,181,465,view,1433255691539
29305,49,211,view,1433257375052
29306,177,88,view,1433254396813
29307,135,399,view,1433251691829
29308,255,331,view,1433257673969
29309,50,262,view,1433251583572
29310,215,46,view,1433253366316
29311,27,278,view,1433255711383
29312,70,411,view,1433251382164
29313,83,23,view,1433249882258
29314,249,428,view,1433253853746
29315,200,412,view,1433256992731
29316,29,204,addtocart,1433255720531
29317,7,289,view,1433251931707
29318,257,215,view,1433255722745
29319,7,273,view,1433253349159
29320,203,415,view,1433256023496
29321,85,16,view,1433253023918
29322,197,101,view,1433253863235
29323,48,381,view,1433255739449
29324,226,146,view,1433255230826
29325,39,43,view,1433254634772
29326,200,14,view,1433252100004
29327,122,392,view,1433252510997
29328,221,399,view,1433254691764
29329,257,365,view,1433255745294
29330,143,231,view,1433254395569
29331,7,181,view,1433255997204
29332,262,71,view,1433256403060
29333,95,27,view,1433255222396
29334,154,419,view,1433255027836
29335,240,174,view,1433255998142
29336,153,385,addtocart,1433256172494
29337,242,359,view,1433250884043
29338,48,357,addtocart,1433251222398
29339,69,218,view,1433257234767
29340,128,236,view,1433251674383
29341,63,277,view,1433257377858
29342,262,265,view,1433256284207
29343,257,215,view,1433255779745
29344,115,219,view,1433252942826
29345,45,413,view,1433252715288
29346,107,335,view,1433255799112
29347,246,399,view,1433249930821
29348,158,447,view,1433251387786
29349,104,383,view,1433251972937
29350,79,112,view,1433255034978
29351,241,412,view,1433256478884
29352,107,84,view,1433255810258
29353,53,152,view,1433249845237
29354,34,401,view,1433253007619
29355,237,242,view,1433254674578
29356,208,139,view,1433255191875
29357,27,353,view,1433255824259
29358,138,301,view,1433257271456
29359,157,392,view,1433255831692
29360,96,199,view,1433254668222
29361,58,245,view,1433254668076
29362,49,305,view,1433257459018
29363,98,261,view,1433250148370
29364,70,185,view,1433253909354
29365,7,102,view,1433253909641
29366,253,194,view,1433256896442
29367,16,436,view,1433257133990
29368,44,165,view,1433255842207
29369,72,400,view,1433251492905
29370,239,457,view,1433254191591
29371,236,293,view,1433250428400
29372,169,202,view,1433255845848
29373,33,356,view,1433250426482
29374,9,444,view,1433255167858
29375,248,84,view,1433254034589
29376,273,168,view,1433252681278
29377,261,139,view,1433257326306
29378,149,96,view,1433257239875
29379,184,265,view,1433252082439
29380,242,268,view,1433255852823
29381,7,162,view,1433250075098
29382,216,319,view,1433257444850
29383,172,244,view,1433256462751
29384,242,398,view,1433255855917
29385,169,326,view,1433248930269
29386,128,239,view,1433250923044
29387,281,50,view,1433254658773
29388,127,196,view,1433254658320
29389,14,109,view,1433257300264
29390,218,411,view,1433252187030
29391,232,122,view,1433251647288
29392,90,207,view,1433250411371
29393,200,331,view,1433256916724
29394,47,449,view,1433253936443
29395,160,151,view,1433253083797
29396,253,270,view,1433256892740
29397,195,273,view,1433254214637
29398,50,278,view,1433248949111
29399,7,195,view,1433248951958
29400,130,166,view,1433252931461
29401,100,186,view,1433255886067
29402,96,251,view,1433254639434
29403,9,48,view,1433257417488
29404,219,217,view,1433252792865
29405,231,156,view,1433256512105
29406,20,331,view,1433251496207
29407,225,278,view,1433255903799
29408,148,77,view,1433254886898
29409,72,259,view,1433254893568
29410,262,358,view,1433256974900
29411,132,397,view,1433252708354
29412,189,232,view,1433256239132
29413,98,239,view,1433256060498
29414,103,432,view,1433256859434
29415,61,183,view,1433257536555
29416,49,305,view,1433257400130
29417,137,135,view,1433252410760
29418,96,318,view,1433250944964
29419,236,385,view,1433256847104
29420,44,15,view,1433250235512
29421,156,447,view,1433256840421
29422,43,166,view,1433252971576
29423,7,437,view,1433251622632
29424,280,295,view,1433256085603
29425,51,38,view,1433256088184
29426,218,111,view,1433250975039
29427,32,138,view,1433256090666
29428,90,223,view,1433254136980
29429,212,221,view,1433250216430
29430,187,451,view,1433256823016
29431,272,348,view,1433256510269
29432,177,277,view,1433256116522
29433,36,296,view,1433257393976
29434,132,257,view,1433257070045
29435,209,125,view,1433253978236
29436,146,103,view,1433249568935
29437,174,270,view,1433256436384
29438,62,63,view,1433252262385
29439,7,439,view,1433254554049
29440,36,457,view,1433248808403
29441,132,435,view,1433252958733
29442,280,256,view,1433249908955
29443,22,279,view,1433250140839
29444,243,184,view,1433251986945
29445,38,466,view,1433254558790
29446,7,55,view,1433249817903
29447,169,69,view,1433250165441
29448,207,403,view,1433255072360
29449,62,229,view,1433256973295
29450,7,100,view,1433251165632
29451,87,465,view,1433254399782
29452,57,16,view,1433254971367
29453,11,332,view,1433257660534
29454,108,26,view,1433257587060
29455,174,125,view,1433254770139
29456,73,20,view,1433255958746
29457,57,390,view,1433257250997
29458,226,195,view,1433255412686
29459,201,184,view,1433251753707
29460,271,170,view,1433298460302
29461,242,239,view,1433295406954
29462,198,465,view,1433298590316
29463,150,182,view,1433295977887
29464,2,152,view,1433298460096
29465,27,453,view,1433296934760
29466,167,411,view,1433294202142
29467,25,185,view,1433295923248
29468,213,313,view,1433296530802
29469,129,188,view,1433294396912
29470,137,150,view,1433295926864
29471,253,56,view,1433298838199
29472,8,433,view,1433297600574
29473,185,356,view,1433297120426
29474,250,111,view,1433296168150
29475,191,209,addtocart,1433298866033
29476,49,348,view,1433297909773
29477,87,354,view,1433297356600
29478,103,261,view,1433295432745
29479,42,397,view,1433297851475
29480,104,318,view,1433296023789
29481,2,336,view,1433294240727
29482,246,14,view,1433296886530
29483,19,342,view,1433297054153
29484,82,48,view,1433298120402
29485,90,220,view,1433297910082
29486,38,347,view,1433295934110
29487,213,42,view,1433296547673
29488,211,195,view,1433297054653
29489,227,305,view,1433295439787
29490,232,116,view,1433298429475
29491,34,333,view,1433296549214
29492,237,161,view,1433297949895
29493,133,200,view,1433298022653
29494,57,424,view,1433296415311
29495,190,172,view,1433295299180
29496,226,276,view,1433298614906
29497,215,240,view,1433295962802
29498,197,420,view,1433296559210
29499,99,409,view,1433295454748
29500,274,44,view,1433298373008
29501,123,373,view,1433296403191
29502,72,273,view,1433295457585
29503,86,422,view,1433294566371
29504,196,339,view,1433298260161
29505,119,356,view,1433297545235
29506,61,453,view,1433294924687
29507,26,292,view,1433296912110
29508,192,398,view,1433294860663
29509,147,172,view,1433295956517
29510,168,318,addtocart,1433294578578
29511,275,460,view,1433295281910
29512,271,380,view,1433296568387
29513,257,302,view,1433295946301
29514,217,397,view,1433296882933
29515,227,405,view,1433295474398
29516,235,58,view,1433297416822
29517,253,421,view,1433296387949
29518,142,82,view,1433297770899
29519,31,284,view,1433298574799
29520,251,185,view,1433294109743
29521,227,406,view,1433295483378
29522,30,332,view,1433297866211
29523,10,420,view,1433297555133
29524,202,391,addtocart,1433297790948
29525,133,225,view,1433298724383
29526,110,192,view,1433297995588
29527,14,346,view,1433297413620
29528,269,80,view,1433294384107
29529,279,334,view,1433296050305
29530,254,96,view,1433295252945
29531,266,396,view,1433294522415
29532,231,456,view,1433298168068
29533,170,5,view,1433297867325
29534,280,421,view,1433296364036
29535,159,338,view,1433297288292
29536,25,301,view,1433297728653
29537,32,451,view,1433296052826
29538,59,371,view,1433298070782
29539,16,59,view,1433294780333
29540,227,233,view,1433295504430
29541,225,206,view,1433295506462
29542,104,245,view,1433297867761
29543,175,151,view,1433296359658
29544,204,167,view,1433296603804
29545,178,174,view,1433296604789
29546,53,172,view,1433297453497
29547,178,257,view,1433294428822
29548,31,316,view,1433296353694
29549,229,53,view,1433296352832
29550,270,260,view,1433298722227
29551,242,191,view,1433298567434
29552,73,159,view,1433298683961
29553,140,362,view,1433294994902
29554,134,315,view,1433294702931
29555,80,456,view,1433295225454
29556,200,281,view,1433295826217
29557,267,277,view,1433298325319
29558,278,301,view,1433294704311
29559,146,415,view,1433296624144
29560,191,227,view,1433294624558
29561,155,224,view,1433298387589
29562,147,172,view,1433295533495
29563,248,162,view,1433296332922
29564,227,10,view,1433295535635
29565,80,390,view,1433297614730
29566,176,66,view,1433295215568
29567,267,326,addtocart,1433294167951
29568,156,381,view,1433296330884
29569,129,176,view,1433295215236
29570,37,321,view,1433297247205
29571,181,117,view,1433298863925
29572,227,204,view,1433294376880
29573,28,17,view,1433297022215
29574,102,439,view,1433295213366
29575,155,153,view,1433294063422
29576,179,50,view,1433298561706
29577,158,384,view,1433297020879
29578,177,331,view,1433296151248
29579,52,306,view,1433298323093
29580,232,164,transaction,1433298176480
29581,62,446,view,1433295817775
29582,44,274,view,1433294320058
29583,69,140,view,1433295817212
29584,123,60,view,1433298815862
29585,60,96,view,1433296320908
29586,75,36,view,1433296904320
29587,174,188,view,1433296320064
29588,278,72,view,1433294434008
29589,32,120,view,1433294707224
29590,91,426,addtocart,1433297291682
29591,233,344,view,1433298815784
29592,191,460,view,1433294047527
29593,133,200,view,1433297342809
29594,39,147,view,1433296923052
29595,147,413,view,1433294561818
29596,83,15,view,1433297842302
29597,275,164,view,1433298718196
29598,80,405,view,1433295187438
29599,35,120,view,1433294083681
29600,156,381,view,1433296300290
29601,97,171,view,1433296083032
29602,34,114,view,1433297010179
29603,251,21,view,1433295182180
29604,59,291,view,1433297008562
29605,141,168,view,1433294810431
29606,7,432,view,1433296292864
29607,149,92,view,1433295577796
29608,9,115,view,1433297186194
29609,215,331,view,1433298396948
29610,110,345,view,1433297936337
29611,113,329,view,1433294711640
29612,58,133,view,1433294370566
29613,77,167,view,1433294903003
29614,104,55,view,1433297463882
29615,140,117,view,1433294625267
29616,227,182,view,1433294369016
29617,52,88,view,1433298263012
